handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,retweet_count,favorite_count,cleaned_text,x,y,favorite_count_log,scaled_retweet,theme,text_sentiment,text_sentiment_score
realDonaldTrump,"Polls close at 6pm! #INPrimary #Trump2016 #VoteTrump 
https://t.co/DT9WkYAGEK",False,,2016-05-03 16:50:10,,,False,5130,12294,"Polls close at 6pm! #INPrimary #Trump2016 #VoteTrump 
",4.796252,3.3860836,9.416947954650293,17.246691236834494,Social,neutral,0.8318146467208862
HillaryClinton,"What kind of president would Leslie Knope be?
 
""Full speed ahead!""
https://t.co/p3Y7ww5z6i",False,,2016-05-03 16:12:53,,,False,1391,3023,"What kind of president would Leslie Knope be?
 
""Full speed ahead!""
",5.1122804,4.8230677,8.014335737299424,11.162865962293996,Opposition,negative,0.500099241733551
HillaryClinton,Let's act on coal miner safety so people like Don Blankenship are held accountable for blatantly disregarding it. https://t.co/eyXdXpvTuH,False,,2016-05-03 15:32:30,,,True,779,1380,Let's act on coal miner safety so people like Don Blankenship are held accountable for blatantly disregarding it. ,3.5400298,2.642012,7.2305631534092925,9.201228569388713,Social,negative,0.6712595224380493
realDonaldTrump,"Thank you America! #Trump2016 
https://t.co/tiExz8YhFT https://t.co/Hkt3YNccb0",False,,2016-05-03 15:31:51,,,False,3888,11253,"Thank you America! #Trump2016 
 ",1.0189408,4.58158,9.328478899993224,15.72444836525338,Endorsement,positive,0.9493032097816467
realDonaldTrump,"MAKE AMERICA GREAT AGAIN! 
#Trump2016 #VoteTrump https://t.co/OKaL5UI4oJ",False,,2016-05-03 15:21:33,,,False,4009,12340,"MAKE AMERICA GREAT AGAIN! 
#Trump2016 #VoteTrump ",5.0651326,1.884985,9.420682331453184,15.885907109585538,Endorsement,positive,0.8940125107765198
realDonaldTrump,"MAKE AMERICA GREAT AGAIN!
#INPrimary #VoteTrump 
https://t.co/MBgGXSYluW
https://t.co/YPwDZ8Irch",False,,2016-05-03 14:22:18,,,False,3142,8951,"MAKE AMERICA GREAT AGAIN!
#INPrimary #VoteTrump 

",3.1895225,6.0777664,9.09963224999176,14.646551856537215,Appreciation,positive,0.859260082244873
HillaryClinton,"Hoosiers, head to the polls today. RT this if you’re voting for Hillary. https://t.co/1CClTdef0F",False,,2016-05-03 13:00:23,,,False,1455,3449,"Hoosiers, head to the polls today. RT this if you’re voting for Hillary. ",6.6357136,0.41413832,8.146129510025405,11.331506818297985,Endorsement,neutral,0.8115342259407043
realDonaldTrump,"MAKE AMERICA GREAT AGAIN!
#INPrimary #VoteTrump
https://t.co/nMqeKxccv6",False,,2016-05-03 11:23:58,,,False,4416,12224,"MAKE AMERICA GREAT AGAIN!
#INPrimary #VoteTrump
",13.848251,-0.14679772,9.411238314343073,16.40626371880939,Engagement,positive,0.8580158352851868
realDonaldTrump,"Thank you South Bend, Indiana! Everyone get out &amp; #VoteTrump tomorrow! #INPrimary 
https://t.co/rj11BPzqDI https://t.co/xEBlvGrny1",False,,2016-05-03 02:11:22,,,False,4151,12700,"Thank you South Bend, Indiana! Everyone get out &amp; #VoteTrump tomorrow! #INPrimary 
 ",9.018329,1.2338414,9.44943600950432,16.071296412787426,Opposition,positive,0.938683807849884
realDonaldTrump,Wow! I am speechless! Thank you to my sidekick @LynnePatton who keeps me &amp; the @EricTrumpFdn in line! https://t.co/L7Y2pjIl6p via @youtube,True,EricTrump,2016-05-03 02:09:00,,,False,4335,10989,Wow! I am speechless! Thank you to my sidekick @LynnePatton who keeps me &amp; the @EricTrumpFdn in line!  via @youtube,13.588525,-0.720584,9.304741047397666,16.305334046624292,Engagement,positive,0.979790985584259
HillaryClinton,"When it comes to love and kindness, @AndraDayMusic puts it best.
https://t.co/tN1crd3QbP",False,,2016-05-03 02:06:11,,,False,863,1906,"When it comes to love and kindness, @AndraDayMusic puts it best.
",6.1970534,1.4875634,7.553286605600419,9.52073035377839,Endorsement,positive,0.9609161615371704
HillaryClinton,"We can't let all the progress we've made under @POTUS be torn away by Donald Trump.

Let's move forward—together.
https://t.co/iROC5OYjN7",False,,2016-05-02 23:37:00,,,False,1575,3566,"We can't let all the progress we've made under @POTUS be torn away by Donald Trump.

Let's move forward—together.
",6.6566963,0.45454603,8.17948018535889,11.63483385725281,Endorsement,negative,0.5828340649604797
realDonaldTrump,"Will be in South Bend, Indiana in a short while -- big rally! See you soon!",False,,2016-05-02 22:24:06,,,False,2698,10537,"Will be in South Bend, Indiana in a short while -- big rally! See you soon!",3.853543,1.6310277,9.262743050769231,13.921327437596265,Endorsement,positive,0.9098336696624756
realDonaldTrump,Will be interviewed on @seanhannity tonight at 10pmE. Enjoy! #INPrimary,False,,2016-05-02 21:56:36,,,False,2481,8435,Will be interviewed on @seanhannity tonight at 10pmE. Enjoy! #INPrimary,3.579782,2.6264355,9.040263541598666,13.537617987545177,Social,positive,0.8981439471244812
realDonaldTrump,"THANK YOU AMERICA!
#MakeAmericaGreatAgain https://t.co/PvhGP2HmbN",False,,2016-05-02 21:50:17,,,False,4443,12743,"THANK YOU AMERICA!
#MakeAmericaGreatAgain ",4.8278337,3.3599904,9.452815851589884,16.4396324827119,Social,positive,0.9784793257713318
realDonaldTrump,Donald Trump Jr. On The Record: Why Trump International Hotels And Residences Are Still Winning via @forbes https://t.co/ssSLqNAKhM,True,DonaldJTrumpJr,2016-05-02 21:47:59,,,False,2243,7278,Donald Trump Jr. On The Record: Why Trump International Hotels And Residences Are Still Winning via @forbes ,1.9525243,1.5706236,8.892748769118258,13.09010382485845,Endorsement,neutral,0.49562957882881165
realDonaldTrump,"Thank you Carmel, Indiana! Get out &amp; #VoteTrump tomorrow! #INPrimary #MakeAmericaGreatAgain https://t.co/j07c4oYryG",False,,2016-05-02 21:42:54,,,False,2950,9606,"Thank you Carmel, Indiana! Get out &amp; #VoteTrump tomorrow! #INPrimary #MakeAmericaGreatAgain ",5.27141,1.4479108,9.170247278409738,14.341921420171222,Endorsement,positive,0.9517087936401367
HillaryClinton,"When we stand together against the other side's hateful words, we all rise.
https://t.co/UagcfYANnR",False,,2016-05-02 20:00:37,,,False,1272,2740,"When we stand together against the other side's hateful words, we all rise.
",5.0726185,1.4527535,7.916078096302786,10.835003029954361,Endorsement,positive,0.5759658813476562
realDonaldTrump,Honored to have received the endorsement of Lou Holtz - a great guy! #INPrimary #Trump2016 https://t.co/AeGyODb37O,False,,2016-05-02 19:57:55,,,False,10697,26558,Honored to have received the endorsement of Lou Holtz - a great guy! #INPrimary #Trump2016 ,5.295871,1.4205229,10.187123952279158,22.03369492340603,Endorsement,positive,0.9818142056465149
HillaryClinton,"In Indiana, Hillary Clinton is taking on the state's new, restrictive abortion law. https://t.co/SFMlDOlJfX",True,TheBriefing2016,2016-05-02 19:00:19,,,False,729,1317,"In Indiana, Hillary Clinton is taking on the state's new, restrictive abortion law. ",3.9320364,0.42278737,7.183870715062453,9.0,Endorsement,neutral,0.6094883680343628
HillaryClinton,Paid family leave isn't a luxury. Families shouldn't have to choose between eating and caring for loved ones. https://t.co/CL68bNz1Af,False,,2016-05-02 16:47:18,,,True,1201,2702,Paid family leave isn't a luxury. Families shouldn't have to choose between eating and caring for loved ones. ,5.3438053,0.78861165,7.902117546276448,10.629536701611748,Endorsement,negative,0.7205705642700195
realDonaldTrump,"I will defeat Crooked Hillary Clinton on 11/8/2016. #Trump2016
#MakeAmericaGreatAgain https://t.co/HtwD1FGn9e",False,,2016-05-02 16:16:14,,,False,11395,28293,"I will defeat Crooked Hillary Clinton on 11/8/2016. #Trump2016
#MakeAmericaGreatAgain ",7.7040834,1.5213423,10.25040504701888,22.50288028970631,Endorsement,positive,0.40987491607666016
realDonaldTrump,"I will be campaigning in Indiana all day. Things are looking great, and the support of Bobby Knight has been so amazing. Today will be fun!",False,,2016-05-02 14:27:51,,,False,4218,16235,"I will be campaigning in Indiana all day. Things are looking great, and the support of Bobby Knight has been so amazing. Today will be fun!",13.370174,-0.8009509,9.694986277958789,16.157302591962306,Engagement,positive,0.9896829128265381
realDonaldTrump,Everybody is talking about the protesters burning the American flags and proudly waving Mexican flags. I want America First - so do voters!,False,,2016-05-02 14:06:30,,,False,10549,28533,Everybody is talking about the protesters burning the American flags and proudly waving Mexican flags. I want America First - so do voters!,13.776675,-0.19677402,10.25885163767476,21.931605776255434,Engagement,neutral,0.5128563642501831
realDonaldTrump,"Gov Mike Pence has just stated that Donald Trump has taken a strong stance on Hoosier jobs, and he thanks me! I will bring back jobs to USA.",False,,2016-05-02 11:21:02,,,False,4940,15568,"Gov Mike Pence has just stated that Donald Trump has taken a strong stance on Hoosier jobs, and he thanks me! I will bring back jobs to USA.",13.686574,-0.026766375,9.653037036689675,17.031084994052677,Engagement,positive,0.8956502079963684
realDonaldTrump,"Crooked Hillary Clinton said she is used to ""dealing with men who get off the reservation."" Actually, she has done poorly with such men!",False,,2016-05-02 11:12:40,,,False,5390,16110,"Crooked Hillary Clinton said she is used to ""dealing with men who get off the reservation."" Actually, she has done poorly with such men!",13.779559,-0.13846858,9.687257547490987,17.533270042067294,Engagement,negative,0.8859757781028748
realDonaldTrump,I will be interviewed on @CNN  @NewDay  at 7:30 A.M. Enjoy!,False,,2016-05-02 10:42:59,,,False,1705,7007,I will be interviewed on @CNN  @NewDay  at 7:30 A.M. Enjoy!,13.694679,-0.119824015,8.854807632616227,11.946521282200074,Engagement,positive,0.9226163625717163
HillaryClinton,Puerto Rico faces an economic crisis. Continued inaction from Congress is irresponsible. We should act now: https://t.co/Jfb1VABBly -H,False,,2016-05-02 03:00:33,,,False,1068,1770,Puerto Rico faces an economic crisis. Continued inaction from Congress is irresponsible. We should act now:  -H,13.8260565,-0.10991049,7.479299637782834,10.221714600571513,Engagement,negative,0.8954328894615173
HillaryClinton,"If we're going to build strong communities and help our kids succeed, we need to respect working parents.
https://t.co/eUjn6mGJC6",False,,2016-05-02 02:31:12,,,False,1214,2533,"If we're going to build strong communities and help our kids succeed, we need to respect working parents.
",13.822433,-0.16310914,7.837554360881084,10.66775162575085,Engagement,positive,0.7335253357887268
HillaryClinton,"After a long wait, the Republican-led Senate finally confirmed Roberta Jacobson as the new U.S. ambassador to Mexico https://t.co/cLTNc8kLct",True,Jorge_Silva,2016-05-02 01:26:50,,,False,282,646,"After a long wait, the Republican-led Senate finally confirmed Roberta Jacobson as the new U.S. ambassador to Mexico ",13.819363,-0.15576176,6.472346294500901,6.557672186169711,Engagement,neutral,0.6888840198516846
HillaryClinton,"""Let’s keep going together.
Let’s organize and mobilize.
Let’s make sure that love trumps hate."" —Hillary",False,,2016-05-02 00:59:57,,,False,1101,2776,"""Let’s keep going together.
Let’s organize and mobilize.
Let’s make sure that love trumps hate."" —Hillary",13.826083,-0.16103072,7.9291264873067995,10.32592832868849,Engagement,positive,0.5025332570075989
HillaryClinton,"""We cannot let Barack Obama’s legacy fall into Donald Trump’s hands."" —Hillary",False,,2016-05-02 00:55:07,,,False,2324,5489,"""We cannot let Barack Obama’s legacy fall into Donald Trump’s hands."" —Hillary",12.389105,3.8736713,8.610683534503575,13.245815695482026,Engagement,negative,0.524306058883667
HillaryClinton,"""Systemic racism, inter-generational poverty, gun violence—these aren’t somebody else’s problems. These are our problems."" —Hillary",False,,2016-05-02 00:52:01,,,False,1490,3172,"""Systemic racism, inter-generational poverty, gun violence—these aren’t somebody else’s problems. These are our problems."" —Hillary",10.111318,1.3045267,8.062432791583195,11.421647591853834,Opposition,negative,0.8634869456291199
HillaryClinton,"Health care.
Education.
Criminal justice.
Equal pay.
Tackling racial injustice means tackling them all: https://t.co/8EsDQhjJgU",False,,2016-05-02 00:47:45,,,False,657,1655,"Health care.
Education.
Criminal justice.
Equal pay.
Tackling racial injustice means tackling them all: ",14.344772,-0.32832333,7.412160334945205,8.693375853439345,Engagement,negative,0.4881565570831299
HillaryClinton,"We should be making it easier to vote, not harder. The attacks on voting rights have to end.",False,,2016-05-02 00:44:27,,,False,838,2172,"We should be making it easier to vote, not harder. The attacks on voting rights have to end.",5.1775618,4.200563,7.6838639802564295,9.427893606438765,Opposition,negative,0.5155478715896606
HillaryClinton,“Something’s wrong when so many black parents are burying their children.” —Hillary https://t.co/Td78zygG7a,False,,2016-05-02 00:40:08,,,False,1549,2796,“Something’s wrong when so many black parents are burying their children.” —Hillary ,12.857031,-1.5407269,7.936302693201959,11.57045593177551,Engagement,negative,0.9172018766403198
HillaryClinton,"""Something’s wrong when the median wealth for black families is just a tiny fraction of that for white families."" —Hillary",False,,2016-05-02 00:37:54,,,False,838,2289,"""Something’s wrong when the median wealth for black families is just a tiny fraction of that for white families."" —Hillary",9.104202,4.2406073,7.736307096548285,9.427893606438765,Engagement,negative,0.8148565292358398
HillaryClinton,"“Race still plays a significant role in determining who gets ahead in America and who gets left behind."" —Hillary",False,,2016-05-02 00:35:46,,,False,822,2128,"“Race still plays a significant role in determining who gets ahead in America and who gets left behind."" —Hillary",5.821332,5.3920355,7.663407664893479,9.367505120898477,Opposition,neutral,0.5910770297050476
